PhraseId,Sentiment
156362,3
156363,2
156364,3
156365,3
156366,0
156367,3
156368,3
156369,3
156370,3
156371,3
156372,3
156373,0
156374,3
156375,3
156376,2
156377,3
156378,3
156379,2
156380,3
156381,2
156382,3
156383,3
156384,2
156385,2
156386,2
156387,2
156388,2
156389,0
156390,0
156391,0
156392,0
156393,0
156394,0
156395,0
156396,2
156397,1
156398,2
156399,3
156400,2
156401,2
156402,2
156403,2
156404,0
156405,2
156406,2
156407,4
156408,4
156409,3
156410,4
156411,4
156412,4
156413,2
156414,2
156415,2
156416,0
156417,3
156418,3
156419,0
156420,2
156421,0
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,4
156429,2
156430,0
156431,2
156432,2
156433,2
156434,2
156435,2
156436,0
156437,2
156438,2
156439,4
156440,0
156441,4
156442,2
156443,0
156444,0
156445,0
156446,2
156447,2
156448,2
156449,2
156450,3
156451,2
156452,2
156453,2
156454,2
156455,2
156456,2
156457,2
156458,1
156459,0
156460,1
156461,2
156462,0
156463,0
156464,0
156465,0
156466,2
156467,2
156468,3
156469,3
156470,3
156471,3
156472,3
156473,2
156474,2
156475,0
156476,0
156477,2
156478,2
156479,0
156480,0
156481,0
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,0
156491,2
156492,0
156493,2
156494,2
156495,2
156496,2
156497,0
156498,2
156499,2
156500,0
156501,2
156502,0
156503,2
156504,2
156505,2
156506,2
156507,2
156508,2
156509,0
156510,2
156511,2
156512,2
156513,2
156514,2
156515,2
156516,2
156517,0
156518,2
156519,2
156520,2
156521,2
156522,2
156523,2
156524,0
156525,2
156526,2
156527,2
156528,2
156529,2
156530,0
156531,2
156532,2
156533,2
156534,0
156535,2
156536,2
156537,2
156538,2
156539,2
156540,2
156541,0
156542,0
156543,2
156544,4
156545,4
156546,4
156547,0
156548,0
156549,0
156550,4
156551,2
156552,0
156553,0
156554,0
156555,1
156556,3
156557,1
156558,1
156559,0
156560,3
156561,3
156562,3
156563,3
156564,0
156565,2
156566,0
156567,1
156568,0
156569,0
156570,2
156571,1
156572,2
156573,1
156574,2
156575,4
156576,4
156577,0
156578,4
156579,4
156580,2
156581,2
156582,2
156583,1
156584,1
156585,2
156586,1
156587,0
156588,1
156589,1
156590,4
156591,1
156592,0
156593,1
156594,1
156595,2
156596,4
156597,4
156598,3
156599,3
156600,3
156601,2
156602,2
156603,0
156604,2
156605,2
156606,0
156607,2
156608,2
156609,2
156610,0
156611,0
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,1
156620,1
156621,1
156622,0
156623,0
156624,0
156625,1
156626,0
156627,1
156628,2
156629,0
156630,2
156631,2
156632,2
156633,2
156634,2
156635,2
156636,2
156637,0
156638,2
156639,1
156640,2
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,1
156648,0
156649,1
156650,2
156651,2
156652,2
156653,2
156654,2
156655,2
156656,2
156657,2
156658,0
156659,0
156660,0
156661,2
156662,3
156663,2
156664,0
156665,2
156666,2
156667,2
156668,2
156669,2
156670,2
156671,2
156672,2
156673,2
156674,2
156675,2
156676,1
156677,2
156678,2
156679,2
156680,2
156681,2
156682,0
156683,0
156684,2
156685,2
156686,2
156687,2
156688,2
156689,3
156690,1
156691,1
156692,0
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,3
156700,3
156701,2
156702,2
156703,2
156704,1
156705,2
156706,2
156707,0
156708,2
156709,2
156710,2
156711,0
156712,2
156713,2
156714,2
156715,0
156716,2
156717,2
156718,2
156719,2
156720,0
156721,2
156722,0
156723,3
156724,0
156725,0
156726,0
156727,0
156728,0
156729,3
156730,2
156731,1
156732,1
156733,0
156734,1
156735,2
156736,0
156737,2
156738,2
156739,0
156740,2
156741,0
156742,2
156743,4
156744,2
156745,3
156746,3
156747,3
156748,0
156749,0
156750,0
156751,2
156752,2
156753,0
156754,2
156755,2
156756,2
156757,2
156758,2
156759,2
156760,2
156761,1
156762,2
156763,2
156764,2
156765,2
156766,3
156767,2
156768,2
156769,2
156770,2
156771,0
156772,2
156773,2
156774,2
156775,2
156776,3
156777,0
156778,2
156779,0
156780,2
156781,2
156782,2
156783,2
156784,1
156785,2
156786,2
156787,2
156788,2
156789,3
156790,3
156791,3
156792,2
156793,2
156794,2
156795,2
156796,2
156797,2
156798,2
156799,2
156800,2
156801,2
156802,0
156803,2
156804,2
156805,3
156806,3
156807,3
156808,2
156809,3
156810,3
156811,2
156812,2
156813,2
156814,2
156815,2
156816,2
156817,2
156818,0
156819,2
156820,2
156821,2
156822,2
156823,2
156824,2
156825,0
156826,2
156827,2
156828,0
156829,2
156830,3
156831,4
156832,4
156833,4
156834,4
156835,4
156836,4
156837,4
156838,3
156839,3
156840,0
156841,2
156842,0
156843,3
156844,1
156845,1
156846,1
156847,1
156848,3
156849,3
156850,1
156851,2
156852,2
156853,2
156854,1
156855,0
156856,0
156857,0
156858,4
156859,2
156860,3
156861,2
156862,0
156863,2
156864,2
156865,2
156866,2
156867,0
156868,2
156869,4
156870,4
156871,4
156872,4
156873,4
156874,4
156875,0
156876,4
156877,4
156878,1
156879,1
156880,4
156881,4
156882,2
156883,0
156884,0
156885,0
156886,1
156887,1
156888,0
156889,3
156890,3
156891,3
156892,0
156893,3
156894,3
156895,0
156896,0
156897,0
156898,0
156899,0
156900,2
156901,4
156902,4
156903,0
156904,4
156905,2
156906,2
156907,2
156908,2
156909,2
156910,2
156911,2
156912,2
156913,1
156914,2
156915,2
156916,2
156917,2
156918,2
156919,0
156920,2
156921,2
156922,3
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,1
156932,1
156933,2
156934,0
156935,0
156936,0
156937,0
156938,0
156939,0
156940,2
156941,2
156942,2
156943,2
156944,1
156945,0
156946,2
156947,2
156948,2
156949,2
156950,3
156951,2
156952,3
156953,2
156954,0
156955,2
156956,2
156957,2
156958,2
156959,2
156960,2
156961,2
156962,2
156963,0
156964,2
156965,2
156966,0
156967,2
156968,0
156969,0
156970,0
156971,0
156972,1
156973,1
156974,1
156975,2
156976,2
156977,1
156978,0
156979,1
156980,2
156981,2
156982,0
156983,2
156984,2
156985,2
156986,0
156987,2
156988,2
156989,4
156990,4
156991,2
156992,2
156993,3
156994,0
156995,3
156996,3
156997,3
156998,0
156999,2
157000,2
157001,2
157002,2
157003,0
157004,2
157005,2
157006,0
157007,0
157008,0
157009,0
157010,0
157011,1
157012,2
157013,2
157014,2
157015,2
157016,1
157017,1
157018,2
157019,2
157020,0
157021,0
157022,1
157023,1
157024,1
157025,1
157026,1
157027,3
157028,0
157029,2
157030,2
157031,2
157032,2
157033,2
157034,2
157035,0
157036,2
157037,2
157038,2
157039,2
157040,2
157041,2
157042,2
157043,0
157044,2
157045,2
157046,2
157047,3
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,0
157058,2
157059,2
157060,4
157061,0
157062,2
157063,2
157064,2
157065,2
157066,2
157067,2
157068,2
157069,0
157070,2
157071,2
157072,2
157073,0
157074,2
157075,2
157076,2
157077,2
157078,2
157079,2
157080,2
157081,2
157082,0
157083,2
157084,0
157085,2
157086,3
157087,2
157088,2
157089,2
157090,2
157091,0
157092,2
157093,2
157094,2
157095,0
157096,2
157097,2
157098,2
157099,3
157100,3
157101,2
157102,2
157103,2
157104,2
157105,2
157106,2
157107,2
157108,2
157109,3
157110,2
157111,2
157112,0
157113,2
157114,2
157115,3
157116,2
157117,0
157118,0
157119,0
157120,2
157121,3
157122,3
157123,3
157124,0
157125,4
157126,2
157127,4
157128,0
157129,4
157130,2
157131,2
157132,2
157133,2
157134,2
157135,2
157136,0
157137,0
157138,0
157139,2
157140,2
157141,3
157142,2
157143,2
157144,2
157145,2
157146,0
157147,2
157148,2
157149,2
157150,0
157151,2
157152,2
157153,2
157154,2
157155,0
157156,2
157157,2
157158,2
157159,2
157160,0
157161,0
157162,0
157163,0
157164,2
157165,2
157166,2
157167,2
157168,0
157169,2
157170,2
157171,2
157172,2
157173,2
157174,0
157175,0
157176,0
157177,2
157178,2
157179,3
157180,0
157181,0
157182,0
157183,2
157184,0
157185,2
157186,2
157187,2
157188,1
157189,2
157190,0
157191,1
157192,0
157193,0
157194,0
157195,0
157196,0
157197,3
157198,0
157199,3
157200,2
157201,3
157202,0
157203,1
157204,3
157205,3
157206,0
157207,3
157208,2
157209,2
157210,2
157211,2
157212,2
157213,2
157214,0
157215,0
157216,3
157217,2
157218,2
157219,2
157220,2
157221,2
157222,2
157223,3
157224,0
157225,3
157226,2
157227,1
157228,2
157229,0
157230,1
157231,1
157232,0
157233,0
157234,0
157235,0
157236,1
157237,1
157238,1
157239,1
157240,1
157241,0
157242,0
157243,3
157244,4
157245,0
157246,0
157247,2
157248,2
157249,2
157250,3
157251,2
157252,3
157253,2
157254,2
157255,3
157256,2
157257,3
157258,2
157259,2
157260,0
157261,0
157262,0
157263,2
157264,3
157265,3
157266,0
157267,3
157268,3
157269,2
157270,2
157271,2
157272,2
157273,3
157274,2
157275,2
157276,0
157277,3
157278,4
157279,4
157280,3
157281,4
157282,3
157283,2
157284,2
157285,0
157286,2
157287,3
157288,2
157289,3
157290,2
157291,2
157292,2
157293,0
157294,2
157295,2
157296,2
157297,2
157298,2
157299,2
157300,4
157301,2
157302,2
157303,2
157304,2
157305,2
157306,2
157307,2
157308,2
157309,2
157310,2
157311,2
157312,2
157313,0
157314,2
157315,2
157316,0
157317,2
157318,2
157319,0
157320,2
157321,2
157322,2
157323,2
157324,2
157325,2
157326,0
157327,2
157328,2
157329,2
157330,2
157331,3
157332,2
157333,0
157334,2
157335,2
157336,2
157337,2
157338,2
157339,1
157340,2
157341,1
157342,1
157343,2
157344,2
157345,1
157346,1
157347,2
157348,0
157349,0
157350,2
157351,2
157352,0
157353,2
157354,2
157355,2
157356,2
157357,2
157358,2
157359,2
157360,2
157361,2
157362,2
157363,2
157364,2
157365,2
157366,0
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,2
157374,2
157375,2
157376,1
157377,1
157378,0
157379,1
157380,0
157381,1
157382,2
157383,2
157384,4
157385,2
157386,2
157387,2
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,0
157395,0
157396,2
157397,2
157398,0
157399,2
157400,0
157401,2
157402,2
157403,4
157404,4
157405,2
157406,2
157407,0
157408,2
157409,3
157410,3
157411,0
157412,3
157413,2
157414,0
157415,3
157416,2
157417,2
157418,2
157419,0
157420,0
157421,0
157422,0
157423,0
157424,0
157425,3
157426,3
157427,2
157428,2
157429,2
157430,2
157431,2
157432,4
157433,2
157434,2
157435,2
157436,2
157437,2
157438,2
157439,2
157440,4
157441,4
157442,2
157443,2
157444,2
157445,0
157446,2
157447,2
157448,2
157449,0
157450,0
157451,1
157452,2
157453,0
157454,0
157455,2
157456,0
157457,0
157458,2
157459,0
157460,0
157461,0
157462,1
157463,1
157464,2
157465,2
157466,0
157467,3
157468,1
157469,1
157470,3
157471,2
157472,2
157473,2
157474,2
157475,2
157476,2
157477,0
157478,2
157479,2
157480,4
157481,2
157482,2
157483,0
157484,2
157485,0
157486,2
157487,2
157488,2
157489,2
157490,2
157491,2
157492,3
157493,3
157494,3
157495,3
157496,3
157497,2
157498,0
157499,2
157500,2
157501,2
157502,4
157503,4
157504,0
157505,4
157506,4
157507,4
157508,0
157509,1
157510,2
157511,0
157512,0
157513,0
157514,3
157515,2
157516,2
157517,2
157518,2
157519,0
157520,2
157521,1
157522,3
157523,3
157524,1
157525,0
157526,3
157527,0
157528,3
157529,2
157530,1
157531,0
157532,0
157533,0
157534,0
157535,0
157536,1
157537,1
157538,2
157539,2
157540,2
157541,2
157542,2
157543,2
157544,2
157545,0
157546,0
157547,0
157548,2
157549,2
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,3
157557,2
157558,2
157559,2
157560,2
157561,2
157562,3
157563,2
157564,3
157565,2
157566,3
157567,2
157568,2
157569,2
157570,0
157571,2
157572,0
157573,2
157574,3
157575,2
157576,2
157577,2
157578,2
157579,0
157580,2
157581,2
157582,2
157583,2
157584,2
157585,0
157586,0
157587,1
157588,1
157589,2
157590,0
157591,1
157592,2
157593,2
157594,0
157595,2
157596,1
157597,1
157598,0
157599,1
157600,2
157601,0
157602,2
157603,2
157604,2
157605,2
157606,3
157607,2
157608,3
157609,0
157610,3
157611,3
157612,3
157613,3
157614,3
157615,3
157616,3
157617,3
157618,1
157619,1
157620,4
157621,4
157622,2
157623,1
157624,3
157625,2
157626,2
157627,2
157628,0
157629,2
157630,2
157631,3
157632,2
157633,2
157634,3
157635,3
157636,3
157637,1
157638,3
157639,3
157640,2
157641,3
157642,1
157643,2
157644,1
157645,1
157646,1
157647,1
157648,1
157649,1
157650,0
157651,0
157652,0
157653,2
157654,0
157655,0
157656,0
157657,0
157658,3
157659,3
157660,3
157661,2
157662,3
157663,3
157664,3
157665,3
157666,3
157667,0
157668,0
157669,0
157670,2
157671,2
157672,0
157673,0
157674,0
157675,2
157676,2
157677,2
157678,2
157679,2
157680,2
157681,2
157682,2
157683,3
157684,2
157685,2
157686,2
157687,2
157688,0
157689,0
157690,0
157691,2
157692,0
157693,2
157694,2
157695,2
157696,3
157697,0
157698,2
157699,2
157700,2
157701,2
157702,1
157703,2
157704,2
157705,2
157706,2
157707,2
157708,2
157709,0
157710,2
157711,2
157712,2
157713,2
157714,2
157715,2
157716,2
157717,2
157718,2
157719,2
157720,2
157721,2
157722,2
157723,2
157724,2
157725,0
157726,2
157727,2
157728,2
157729,0
157730,1
157731,2
157732,2
157733,2
157734,2
157735,2
157736,2
157737,2
157738,0
157739,2
157740,2
157741,2
157742,4
157743,4
157744,4
157745,2
157746,4
157747,4
157748,0
157749,3
157750,3
157751,3
157752,3
157753,3
157754,2
157755,4
157756,2
157757,2
157758,2
157759,4
157760,3
157761,2
157762,2
157763,2
157764,0
157765,4
157766,4
157767,4
157768,4
157769,3
157770,3
157771,3
157772,4
157773,4
157774,1
157775,3
157776,3
157777,4
157778,4
157779,2
157780,2
157781,2
157782,2
157783,2
157784,0
157785,0
157786,0
157787,2
157788,2
157789,2
157790,2
157791,0
157792,0
157793,0
157794,0
157795,4
157796,4
157797,3
157798,0
157799,4
157800,2
157801,0
157802,0
157803,0
157804,0
157805,0
157806,2
157807,2
157808,0
157809,0
157810,2
157811,2
157812,2
157813,2
157814,2
157815,2
157816,2
157817,2
157818,2
157819,2
157820,3
157821,2
157822,3
157823,0
157824,0
157825,0
157826,3
157827,3
157828,2
157829,3
157830,2
157831,2
157832,2
157833,0
157834,2
157835,2
157836,2
157837,0
157838,2
157839,2
157840,2
157841,4
157842,4
157843,2
157844,4
157845,4
157846,2
157847,2
157848,0
157849,4
157850,4
157851,4
157852,4
157853,4
157854,2
157855,2
157856,3
157857,3
157858,3
157859,3
157860,0
157861,3
157862,3
157863,3
157864,2
157865,0
157866,2
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,2
157875,3
157876,2
157877,2
157878,0
157879,2
157880,2
157881,2
157882,2
157883,0
157884,2
157885,1
157886,1
157887,1
157888,2
157889,1
157890,0
157891,2
157892,2
157893,4
157894,3
157895,3
157896,3
157897,2
157898,2
157899,2
157900,2
157901,2
157902,2
157903,0
157904,4
157905,2
157906,2
157907,0
157908,3
157909,3
157910,0
157911,2
157912,2
157913,2
157914,0
157915,2
157916,0
157917,4
157918,4
157919,3
157920,3
157921,2
157922,2
157923,2
157924,2
157925,2
157926,0
157927,2
157928,2
157929,2
157930,0
157931,2
157932,2
157933,2
157934,3
157935,1
157936,1
157937,1
157938,1
157939,2
157940,2
157941,1
157942,1
157943,1
157944,1
157945,1
157946,2
157947,2
157948,4
157949,3
157950,3
157951,0
157952,2
157953,0
157954,1
157955,1
157956,2
157957,0
157958,1
157959,1
157960,1
157961,1
157962,1
157963,0
157964,1
157965,3
157966,0
157967,1
157968,1
157969,2
157970,1
157971,1
157972,1
157973,1
157974,2
157975,2
157976,2
157977,1
157978,2
157979,2
157980,2
157981,2
157982,2
157983,2
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,2
157994,0
157995,2
157996,2
157997,2
157998,2
157999,2
158000,2
158001,2
158002,3
158003,2
158004,0
158005,2
158006,2
158007,2
158008,2
158009,2
158010,0
158011,2
158012,2
158013,2
158014,2
158015,0
158016,2
158017,2
158018,2
158019,2
158020,2
158021,2
158022,2
158023,2
158024,2
158025,0
158026,2
158027,2
158028,2
158029,0
158030,1
158031,0
158032,2
158033,2
158034,2
158035,0
158036,0
158037,0
158038,0
158039,0
158040,2
158041,2
158042,4
158043,0
158044,0
158045,1
158046,0
158047,3
158048,3
158049,3
158050,3
158051,3
158052,0
158053,0
158054,3
158055,3
158056,3
158057,3
158058,2
158059,2
158060,3
158061,3
158062,3
158063,3
158064,3
158065,3
158066,3
158067,3
158068,3
158069,2
158070,2
158071,0
158072,0
158073,0
158074,2
158075,0
158076,2
158077,2
158078,2
158079,2
158080,2
158081,2
158082,4
158083,2
158084,2
158085,0
158086,2
158087,4
158088,3
158089,4
158090,4
158091,2
158092,2
158093,3
158094,2
158095,2
158096,1
158097,3
158098,4
158099,4
158100,0
158101,4
158102,2
158103,4
158104,4
158105,2
158106,2
158107,4
158108,4
158109,2
158110,2
158111,0
158112,2
158113,2
158114,2
158115,2
158116,2
158117,4
158118,4
158119,0
158120,4
158121,4
158122,0
158123,4
158124,3
158125,2
158126,2
158127,3
158128,3
158129,2
158130,2
158131,2
158132,2
158133,2
158134,2
158135,3
158136,2
158137,3
158138,2
158139,2
158140,2
158141,2
158142,2
158143,2
158144,0
158145,2
158146,2
158147,2
158148,2
158149,2
158150,2
158151,2
158152,3
158153,0
158154,0
158155,0
158156,1
158157,1
158158,2
158159,0
158160,2
158161,0
158162,2
158163,2
158164,0
158165,2
158166,2
158167,2
158168,3
158169,3
158170,2
158171,0
158172,2
158173,2
158174,3
158175,0
158176,3
158177,3
158178,3
158179,3
158180,3
158181,3
158182,2
158183,2
158184,2
158185,2
158186,2
158187,2
158188,0
158189,2
158190,0
158191,2
158192,0
158193,3
158194,3
158195,3
158196,3
158197,3
158198,3
158199,3
158200,2
158201,4
158202,4
158203,4
158204,2
158205,0
158206,2
158207,2
158208,2
158209,3
158210,3
158211,2
158212,2
158213,2
158214,2
158215,2
158216,2
158217,3
158218,0
158219,2
158220,3
158221,0
158222,3
158223,2
158224,3
158225,3
158226,2
158227,0
158228,2
158229,2
158230,3
158231,2
158232,0
158233,0
158234,2
158235,2
158236,2
158237,2
158238,3
158239,2
158240,2
158241,0
158242,2
158243,2
158244,3
158245,2
158246,2
158247,2
158248,2
158249,0
158250,1
158251,1
158252,3
158253,2
158254,2
158255,2
158256,3
158257,2
158258,3
158259,0
158260,3
158261,2
158262,2
158263,2
158264,2
158265,2
158266,2
158267,2
158268,2
158269,0
158270,0
158271,0
158272,0
158273,0
158274,0
158275,0
158276,0
158277,0
158278,0
158279,0
158280,2
158281,2
158282,0
158283,2
158284,2
158285,0
158286,2
158287,2
158288,0
158289,2
158290,2
158291,0
158292,2
158293,1
158294,1
158295,1
158296,0
158297,1
158298,1
158299,1
158300,1
158301,2
158302,2
158303,2
158304,1
158305,1
158306,2
158307,2
158308,2
158309,2
158310,2
158311,2
158312,2
158313,1
158314,2
158315,3
158316,3
158317,2
158318,2
158319,2
158320,2
158321,3
158322,2
158323,2
158324,2
158325,2
158326,2
158327,3
158328,2
158329,2
158330,2
158331,2
158332,3
158333,3
158334,3
158335,0
158336,2
158337,2
158338,2
158339,2
158340,2
158341,2
158342,2
158343,2
158344,0
158345,2
158346,3
158347,3
158348,0
158349,3
158350,3
158351,3
158352,4
158353,4
158354,3
158355,3
158356,0
158357,3
158358,3
158359,2
158360,2
158361,3
158362,0
158363,0
158364,0
158365,2
158366,2
158367,2
158368,0
158369,0
158370,0
158371,2
158372,2
158373,2
158374,2
158375,2
158376,2
158377,1
158378,2
158379,2
158380,3
158381,0
158382,3
158383,2
158384,2
158385,0
158386,0
158387,2
158388,2
158389,1
158390,1
158391,2
158392,2
158393,3
158394,0
158395,2
158396,2
158397,2
158398,2
158399,4
158400,2
158401,2
158402,0
158403,0
158404,0
158405,0
158406,0
158407,2
158408,0
158409,2
158410,2
158411,2
158412,2
158413,2
158414,0
158415,2
158416,2
158417,2
158418,0
158419,2
158420,2
158421,2
158422,4
158423,2
158424,2
158425,2
158426,0
158427,2
158428,0
158429,2
158430,2
158431,2
158432,2
158433,2
158434,2
158435,2
158436,2
158437,0
158438,3
158439,0
158440,0
158441,0
158442,3
158443,2
158444,2
158445,2
158446,3
158447,3
158448,0
158449,1
158450,0
158451,2
158452,2
158453,0
158454,0
158455,0
158456,2
158457,2
158458,4
158459,3
158460,1
158461,1
158462,3
158463,3
158464,3
158465,3
158466,0
158467,0
158468,1
158469,0
158470,2
158471,2
158472,2
158473,0
158474,2
158475,2
158476,2
158477,2
158478,0
158479,2
158480,2
158481,1
158482,2
158483,1
158484,2
158485,2
158486,2
158487,2
158488,0
158489,2
158490,2
158491,2
158492,2
158493,2
158494,2
158495,2
158496,2
158497,2
158498,2
158499,2
158500,2
158501,0
158502,0
158503,0
158504,2
158505,2
158506,2
158507,2
158508,2
158509,3
158510,2
158511,3
158512,2
158513,2
158514,0
158515,2
158516,0
158517,2
158518,2
158519,2
158520,2
158521,0
158522,2
158523,2
158524,0
158525,1
158526,1
158527,0
158528,1
158529,1
158530,0
158531,2
158532,2
158533,0
158534,2
158535,2
158536,1
158537,0
158538,1
158539,0
158540,2
158541,2
158542,0
158543,2
158544,2
158545,2
158546,3
158547,3
158548,3
158549,2
158550,3
158551,0
158552,1
158553,1
158554,2
158555,2
158556,2
158557,2
158558,2
158559,2
158560,2
158561,2
158562,0
158563,2
158564,2
158565,2
158566,2
158567,2
158568,2
158569,0
158570,0
158571,0
158572,2
158573,2
158574,2
158575,0
158576,2
158577,2
158578,2
158579,2
158580,2
158581,0
158582,2
158583,2
158584,2
158585,2
158586,2
158587,2
158588,0
158589,1
158590,0
158591,1
158592,0
158593,0
158594,3
158595,2
158596,3
158597,3
158598,3
158599,4
158600,4
158601,4
158602,2
158603,2
158604,2
158605,2
158606,2
158607,2
158608,2
158609,1
158610,1
158611,1
158612,1
158613,1
158614,1
158615,1
158616,1
158617,0
158618,0
158619,0
158620,0
158621,0
158622,0
158623,0
158624,2
158625,2
158626,2
158627,2
158628,2
158629,0
158630,2
158631,2
158632,2
158633,2
158634,2
158635,2
158636,0
158637,2
158638,3
158639,3
158640,1
158641,2
158642,0
158643,3
158644,2
158645,2
158646,2
158647,0
158648,2
158649,2
158650,2
158651,0
158652,2
158653,0
158654,3
158655,3
158656,2
158657,2
158658,2
158659,2
158660,2
158661,0
158662,2
158663,0
158664,3
158665,3
158666,3
158667,2
158668,2
158669,2
158670,2
158671,2
158672,2
158673,2
158674,0
158675,2
158676,3
158677,3
158678,0
158679,3
158680,1
158681,0
158682,2
158683,2
158684,1
158685,1
158686,1
158687,1
158688,2
158689,2
158690,0
158691,2
158692,2
158693,0
158694,2
158695,2
158696,2
158697,2
158698,2
158699,0
158700,0
158701,0
158702,2
158703,2
158704,2
158705,3
158706,2
158707,0
158708,2
158709,2
158710,2
158711,2
158712,1
158713,2
158714,2
158715,0
158716,2
158717,2
158718,2
158719,4
158720,0
158721,4
158722,4
158723,3
158724,0
158725,0
158726,0
158727,4
158728,3
158729,0
158730,0
158731,0
158732,2
158733,2
158734,2
158735,2
158736,2
158737,0
158738,2
158739,3
158740,0
158741,0
158742,1
158743,0
158744,0
158745,2
158746,0
158747,0
158748,0
158749,0
158750,0
158751,0
158752,0
158753,2
158754,4
158755,4
158756,4
158757,1
158758,2
158759,2
158760,4
158761,4
158762,4
158763,4
158764,0
158765,2
158766,2
158767,2
158768,0
158769,0
158770,2
158771,2
158772,2
158773,2
158774,2
158775,2
158776,0
158777,2
158778,2
158779,2
158780,2
158781,2
158782,2
158783,2
158784,3
158785,3
158786,0
158787,3
158788,2
158789,2
158790,2
158791,2
158792,0
158793,0
158794,3
158795,3
158796,2
158797,3
158798,3
158799,2
158800,2
158801,2
158802,0
158803,0
158804,0
158805,0
158806,0
158807,0
158808,0
158809,0
158810,0
158811,4
158812,1
158813,0
158814,3
158815,1
158816,1
158817,1
158818,0
158819,2
158820,2
158821,3
158822,2
158823,3
158824,2
158825,3
158826,2
158827,2
158828,2
158829,2
158830,3
158831,0
158832,3
158833,3
158834,0
158835,3
158836,2
158837,2
158838,0
158839,2
158840,2
158841,4
158842,2
158843,2
158844,2
158845,0
158846,2
158847,2
158848,2
158849,0
158850,2
158851,2
158852,2
158853,0
158854,2
158855,2
